page,category,proverb
27,ПРЫКАЗКІ І ПРЫМАЎКІ,"Глухі не дачуе, то прыдумае. 
“Чалавек, які недачувая, выпляця такоя, што дзіву даесься” (тлум. інф.). 
а) У глухога не прападзе: не дачуе, то прыкладзе."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Глядзі сябе, бо цябе ніхто не паглядзіць."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гнілое палена перажыве здаровае. 
“Хворы чалавек, ледзьве клевая, але трымаяцца за жыцьцё, а здаровы, дужы вазьме і ўпадзя, як дуп у буру” (тлум. інф.)."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гнілым паленам плота не падапрэш. 
“Калі німа здароўя, то яго німа, а хворы чалавек ні да чаго ні годны” (тлум. інф.)."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Голад не цешча, з дому не вывезеш."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Голае косткі ніхто не любіць. 
“Беднаго ніхто ні любіць, бо каля яго ні пажывісься. Навят родныя дзеці” (тлум. інф.)."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,Гора красы не дадае.
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гора плача, гора скача, гора песенькі пяе. 
“Гора ўсё заставіць рабіць” (тлум. інф.)."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Горка рэдзька - усе ядуць, замужам кепска - усе ідуць. 
“Кажная дзеўчына хоча выйсьці замуш, бо прырода патрабуя, доля яе такая” (тлум. інф.)."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Горш няма, як з хама пан. 
Пра таго, хто не па заслугах, не па здольнасцях выбіваецца ў начальнікі."
28,ПРЫКАЗКІ І ПРЫМАЎКІ,"Госці - што ў горле косці. 
“Як у хаці госьці, багата клопату. Гасьцям трэба шмат увагі” (тлум. інф.)."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Госць на першы дзень золата, на другі - - серабро, на трэці - медзь, дахаты едзь. 
“Доўгія госьці стамляюць, бо трэба йім усяк дагаджаць” (тлум. інф.)."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Граза на лес не ідзе. 
Граза - пагроза. “Трэба часом і накрычаць, прыгразіць чалавеку, каб ён адумаўся” (тлум. інф.)."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грахі спаць не даюць. 
“Зрабіў прыкрасьць каму - ня мецьмеш супакаеньня” (тлум. інф.)."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грашыма наеты не будзеш. 
“Калі німа чаго купіць у краме, то грошы - паперкі” (тлум. інф.). 
а) Грошы ў рот не пакладзеш."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грош да гроша - будзе какоша. 
Какоша - курыца; тут: багацце, заможнасць. Хто беражлівы, ашчадны, той багаты."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,Грошы здароўя не дабавяць.
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грошы не муляюць. 
“Запас бяды ні чыніць, лішнія грошы ні шкодзяць” (тлум. інф.). Грошы як вада: сёння ёсць, а заўтра няма."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,Грошы ёсць - дзеўкі любяць.
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грэх ленавацца, а рабіць не грэх. 
Скажа так той, хто працуе ў прысвятак."
29,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грэх у мех. 
“Заграшыў, яшчэ заграшыў, назьбіраў грахоў поўны мех, панёс 
і выкінуў грахі на сьметнік, і забыўся на йіх” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Грэчка, як авечка: альбо пашанцуе, альбо не. 
“Гэто прымаўка пчаляроў. Як павядуцца авечкі, то поўны хлеў. Кап пчолы ўзялі добры ўзяток, то трэба, каб было сонцо, і трохі хмурыласё, прыпарвало” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гукаць - не стукаць. 
“Сьпяваць - ні цэпом махаць” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гультай за работу - мазалі за рукі. 
У гультая рукі далікатныя."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,Гультаю заўсёды свята.
30,ПРЫКАЗКІ І ПРЫМАЎКІ,Гультаю ніколі работы няма.
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гулі не аднаго ў лапці абулі. 
Гулі - гулянка, вечарынка, танцы. “Гуляка - гультай, ні любіць працаваць. І на боты яму ні ўзьбіцца, век будзя ў лапцях хадзіць” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гумно плача без гаспадара, а хата без гаспадыні. 
“Начальніком у гумне, дзе захоўваяцца збажына, - мушчына, а ў хаці камандуя жанчына” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гуртам і бацьку лягчэй біць. 
Любую работу лягчэй гуртам, грамадой рабіць. 
а) Гуртам і ў бядзе лягчэй."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гушча дзяцей не разганяе. 
“Дастаток у хаці сямю гуртуя, а беднасьць застаўляя шукаць кусок хлеба далёко ад дому” (тлум. інф.)."
30,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гэта не голад, калі аўсяная луста ў торбе. 
“Які п хлеб ні ляжаў на стале, гэто ўжэ ні голад” (тлум. інф.)."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Гэткія людзі каб густа сеяліся, а рэдка ўсходзілі. 
Пра благога, ліхога чалавека."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Да абеду не мог, па абедзе аблёг. 
Так кажуць пра гультая, абібока."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Да абеду плачуць, а па абедзе скачуць. 
Так кажуць пра заведзены на Радаўніцу парадак: зранку ідуць на могілкі, плачуць, а па абедзе памінаюць чаркай памерлых."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,Да добрага (да раскошы) хутка прывыкаеш.
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Да добрага чалавека бруд не прыстае. 
“Да добрага чалавека ніякія плёткі не прыстаюць” (тлум. інф.)."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дабра без ліха не бывае. 
“Жывеш добра - чакай дрэннага” (тлум. інф.)."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Даганяючы не нацалуешся. 
Спазніўшыся, цяжка дагнаць тых, хто за працу ўзяўся раней."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дагледзіш каня дома, а ён цябе ў дарозе. 
“Даўней конь быў асноваю гаспадаркі, яго шанавалі й даглядалі” (тлум. інф.)."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дажыліся палякі: ні хлеба, ні табакі. 
З пэўнай іроніяй так кажуць пра сябе або пра іншых, калі ў доме, у гаспадарцы вялікая нястача, недахоп самага неабходнага."
31,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дай Бог адным куском падавіцца. 
Жаданне кожнага пражыць жыццё з адным мужам, з адной жонкай. 
а) Добра адным куском падавіцца."
32,ПРЫКАЗКІ І ПРЫМАЎКІ,"Да нашага берага нічога добрага не прыплыве. 
Так кажуць, калі ў дом прыходзіць новы чалавек: няўдалыя, на погляд сямейнікаў, нявестка ці зяць."
32,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дай Божа даваць, чым пытаць. 
“Заўсёды ляхчэй даваць, чым пытаць” (тлум. інф.)."
32,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дай Божа нашаму цяляці ды ваўка спаймаці. 
Марыць можна, але каб гэтыя мары яшчэ і збываліся..."
32,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дай Божа ў добры час сказаць, а ў ліхі памаўчаць. 
Так кажа абачлівы чалавек ці той, хто баіцца сурокаў."
32,ПРЫКАЗКІ І ПРЫМАЎКІ,"Дай рубель - і крычы цэлы дзень. 
Прыказка з калгаснага жыцця. “Як плоцяць, так і робяць. Як ні падганяя, ні крычыць брыгадзір, ніхто яго ні слухая, лянуюцца рабіць” (тлум. інф.)."
